transcript_id	gene_name	known_status	single_exon	pval	qval	esti_log2FC	mean_obs_control	mean_obs_condition
ENST00000410026.4	NABP1	1	0	8.801507139827186e-23	1.7829305660591507e-19	2.6396855355312177	6.775907766320541	9.415593301851759
ENST00000293379.6	ITGA5	1	0	1.2112796446761626e-22	2.3907864925188964e-19	1.399795586760091	10.684829474100301	12.084625060860391
MSTRG.27870.2	MSTRG.27870	0	0	4.5456253433996205e-22	8.747715051471814e-19	-10.460929091428762	9.57975096725394	-0.8811781241748241
ENST00000376840.6	TBC1D8	1	0	4.783641937482066e-22	8.981229400525782e-19	-1.9174182140780411	10.329513535484374	8.41209532140633
ENST00000302068.6	FGB	1	0	6.579695444036143e-22	1.2059171814180242e-18	-7.107000983576363	10.912694811104677	3.8056938275283128
ENST00000367976.3	CTGF	1	0	6.749151781875757e-22	1.2082080388684887e-18	2.4772540523981097	8.86780550470583	11.345059557103939
MSTRG.4775.2	MSTRG.4775	0	0	1.019788875071694e-21	1.7840974599180406e-18	1.6323637589652076	9.08346489119781	10.715828650163017
ENST00000450744.1	HSPA1B	1	1	1.71148079637985e-21	2.927659050287371e-18	-1.64851056671927	11.86626845667262	10.217757889953345
ENST00000259407.4	BAAT	1	0	3.0121045579469332e-21	5.040495055588719e-18	-3.2797886042271256	8.193749311212494	4.9139607069853675
ENST00000409001.3	SSFA2	1	0	3.1381138632774806e-21	5.139629592627885e-18	-9.789542532709222	8.791906603950181	-0.9976359287590416
ENST00000366816.3	H3F3A	1	0	4.780725863031142e-21	7.666790307469755e-18	10.203461445780063	-1	9.203461445780063
ENST00000430249.4	CPS1	1	0	6.462985355990054e-21	1.0153086198939723e-17	8.354768615320681	-1	7.354768615320683
ENST00000436636.4	TNIK	1	0	8.75950373023778e-21	1.348560637285027e-17	2.1463659282430125	7.086871281984514	9.233237210227523
ENST00000251630.8	PDGFRL	1	0	1.235953982255461e-20	1.8654907782760513e-17	-3.694794061682951	7.593524156191584	3.898730094508629
ENST00000601498.3	AP2S1	1	0	1.5145570701110878e-20	2.2420396074219464e-17	3.082801115846279	6.123347219084352	9.206148334930631
ENST00000313432.5	ATP2A2	1	0	2.124494377911383e-20	3.085607617518576e-17	-9.807173946420853	8.80720686134491	-0.999967085075945
ENST00000508838.3	AFP	1	0	2.8300137312153234e-20	4.0341845738474436e-17	3.199571753675522	4.469876737715758	7.6694484913912815
ENST00000296932.10	GPR126	1	0	3.2188793645654435e-20	4.505085033566439e-17	-1.6764577520102948	12.086101876002152	10.409644123991857
ENST00000279022.4	MYL9	1	0	5.857893940444952e-20	8.052198247386268e-17	1.82881016771847	7.871590141328899	9.70040030904737
ENST00000265080.6	RASGRF2	1	0	6.744700317211383e-20	9.108540286280361e-17	2.60758633894896	7.391775401999087	9.999361740948046
ENST00000560355.1	FBN1	1	0	1.424023719272248e-19	1.889949548938273e-16	3.4713990568384467	3.937938069582853	7.4093371264213
ENST00000549078.3	KRT18	1	0	1.5349232623815224e-19	2.0026065757346176e-16	-2.513431867424675	9.541563288804493	7.0281314213798165
ENST00000406071.4	DCDC1	1	0	1.6105505858278164e-19	2.0662558740877972e-16	-7.9361018674976505	6.936101919319186	-0.9999999481784642
ENST00000527447.1	CREBZF	1	1	1.781382327738412e-19	2.2479584826609796e-16	-1.4318126242041078	11.155654973448277	9.723842349244169
ENST00000296632.5	STARD4	1	0	2.1432615087918615e-19	2.660997438101147e-16	-2.853891273111828	9.017433181118468	6.163541908006638
ENST00000445736.1	HSPA1B	1	1	2.66139187479531e-19	3.251840672160612e-16	-1.6270282300196752	11.961435104884941	10.334406874865264
ENST00000388835.3	KRT18	1	0	2.9369848647101692e-19	3.5325044364186673e-16	-1.3007060881029853	15.126964573393753	13.826258485290767
ENST00000377047.6	GPC6	1	0	3.415536277767603e-19	4.0448882469802583e-16	-6.892752124196399	9.424781381596317	2.5320292573999184
ENST00000550491.1	GLIPR1	1	0	3.5113090155659625e-19	4.095303546836683e-16	2.9157937006240564	5.708285434798343	8.624079135422399
MSTRG.19525.5	MSTRG.19525	0	0	4.203750072741537e-19	4.829732378349631e-16	-1.621222249036266	11.125531218015643	9.504308968979375
ENST00000254958.7	JAG1	1	0	1.5114106088240013e-18	1.7109390358153697e-15	-2.2183288108714554	13.028887232912606	10.810558422041147
ENST00000469543.3	VIM	1	0	2.6746321875608574e-18	2.9838429261140888e-15	1.5875946498873694	9.057392916639687	10.644987566527055
ENST00000465297.3	AOX1	1	0	2.9005614204925457e-18	3.1896645209322098e-15	2.3195767868431028	6.9166995095845385	9.23627629642764
ENST00000254260.5	RHPN2	1	0	3.3512584768797625e-18	3.6333777996446965e-15	-1.2580534400528804	11.88977924937107	10.631725809318187
ENST00000300060.6	ANPEP	1	0	4.274576972160132e-18	4.570057105360701e-15	3.431684607287317	9.279847564370062	12.711532171657378
ENST00000379775.6	PFKFB3	1	0	5.549791728589013e-18	5.852141340980774e-15	-2.46664952949489	11.951096358981323	9.484446829486432
ENST00000200453.5	PPP1R15A	1	0	8.162437407382972e-18	8.490810058217826e-15	1.1958239414207057	11.085998366961391	12.281822308382095
ENST00000319357.5	STK17A	1	0	1.8457813934439782e-17	1.8944361909751614e-14	1.5510586554502581	10.14298918735338	11.694047842803638
ENST00000354567.4	AK5	1	0	2.062996768092661e-17	2.0895171344403784e-14	1.8326141065019688	7.475800060352776	9.308414166854742
ENST00000298355.5	TRIM9	1	0	2.11359759864995e-17	2.1129662643023014e-14	-1.9504712223461937	9.016849005101191	7.066377782754994
ENST00000305988.5	ADRB2	1	1	3.235675031921211e-17	3.1932379093871674e-14	2.517119864218861	6.551986317531385	9.069106181750245
ENST00000264245.6	ARHGAP31	1	0	3.387141356614767e-17	3.300404812761202e-14	2.9145744538667255	7.319119083928843	10.233693537795569
ENST00000370481.6	GBP3	1	0	8.650566708378991e-17	8.32368341888612e-14	2.6199545060110623	6.256330944515448	8.87628545052651
MSTRG.27196.15	MSTRG.27196	0	0	8.769105122007874e-17	8.33357290094815e-14	-8.632160307041527	7.632160307041529	-1
ENST00000354673.4	IGSF11	1	0	1.0940614048585902e-16	1.0270434727048743e-13	-4.167771114868589	7.743369722920668	3.5755986080520765
ENST00000264977.5	PPP2R3A	1	0	1.2257667838817496e-16	1.1368174665405474e-13	1.608227481313736	8.196254401967499	9.804481883281234
ENST00000314888.9	TLN1	1	0	1.895905580397986e-16	1.737394331693997e-13	1.0613946333553417	13.497861174758254	14.559255808113594
ENST00000483415.3	EWSR1	1	0	2.254388320712752e-16	2.0416005854530058e-13	-8.565982062615685	7.565982062615687	-1
ENST00000393004.4	FILIP1	1	0	2.736307899083707e-16	2.4492182924158894e-13	-5.079336328376834	7.865999532472624	2.7866632040957895
ENST00000297195.6	SLC29A4	1	0	3.363212807326673e-16	2.975747497351555e-13	-2.8371655629398456	8.9219636730538	6.084798110113953
ENST00000556766.3	GNG2	1	0	4.00074549455929e-16	3.4996066583487556e-13	2.1704820844321056	6.42700901189157	8.597491096323674
ENST00000373079.3	NAP1L3	1	1	4.3373310472691833e-16	3.7514014834341567e-13	7.653626434492499	-1	6.653626434492501
ENST00000304568.3	TM4SF20	1	0	5.256385444513241e-16	4.495786470692175e-13	-4.810758121101842	9.733010686333262	4.9222525652314175
ENST00000237172.9	FILIP1	1	0	5.8548460017785e-16	4.952620666801138e-13	-7.946343211826669	8.821347554401461	0.8750043425747888
ENST00000378239.5	ERLEC1	1	0	6.429610755041843e-16	5.379697250987564e-13	-9.110278664849885	8.110291579140139	-0.999987085709746
ENST00000485965.3	AOX1	1	0	7.292401175075652e-16	6.035991024234392e-13	2.8975723229680788	4.563745631149043	7.461317954117122
ENST00000436072.4	SFRP4	1	0	9.670122977477284e-16	7.918904855715626e-13	-3.9478676105575987	7.514110515401586	3.566242904843985
ENST00000468720.3	SPOCD1	1	0	1.1310632075284275e-15	9.164826581675344e-13	2.5300507238857946	5.695499307627881	8.225550031513675
ENST00000448083.4	FOSL1	1	0	1.1835204747581414e-15	9.489984956818484e-13	2.3623393109307607	7.295900546656536	9.658239857587295
MSTRG.7780.2	MSTRG.7780	0	0	1.4655928391643053e-15	1.1630612369108321e-12	-1.9031438906108007	9.166623826348523	7.2634799357377196
ENST00000379923.3	ACO1	1	0	2.0569344385547213e-15	1.6156800232308855e-12	1.2400567936426117	11.261472200834964	12.501528994477574
ENST00000374761.4	RAP1GAP	1	0	3.054700012810895e-15	2.375168109961053e-12	-8.176519422338888	7.176519422338891	-1
ENST00000312584.3	TNFRSF10D	1	0	4.005606509533797e-15	3.083395722843831e-12	1.1617321448824016	10.411607530183325	11.573339675065725
MSTRG.19097.3	MSTRG.19097	0	0	4.246162659865254e-15	3.2362065650341353e-12	-1.24960501155776	11.330087538565845	10.080482527008083
ENST00000541773.3	NID2	1	0	4.3189570144798614e-15	3.2594152363099633e-12	2.569842616036311	8.226659026314131	10.796501642350439
ENST00000533213.4	ABLIM1	1	0	5.9931861262645825e-15	4.479004742150182e-12	-8.325162375033281	7.3251623750332815	-1
ENST00000310706.7	JUP	1	0	6.217997862147225e-15	4.602334821485643e-12	-3.0057521420815183	9.57948854862625	6.57373640654473
ENST00000378482.4	TSPAN7	1	0	6.6322337518137445e-15	4.862185309651111e-12	4.151713317942449	7.114430457991949	11.266143775934397
ENST00000360568.5	P4HA2	1	0	7.300960492889358e-15	5.301943734539095e-12	1.4382505358385964	9.174162511775046	10.61241304761364
MSTRG.7347.1	MSTRG.7347	0	1	7.585744956315687e-15	5.457269995348716e-12	-2.2329712405309534	7.94994789238974	5.716976651858783
MSTRG.25091.9	MSTRG.25091	0	0	7.920655129983838e-15	5.6454469438959804e-12	-2.2678917375188963	9.006824766483778	6.7389330289648806
ENST00000374525.3	AKAP2	1	0	8.078323412449299e-15	5.7050009295422904e-12	1.5400381463412103	10.231133322109912	11.771171468451122
MSTRG.11712.1	MSTRG.11712	0	0	8.56505111047041e-15	5.993744903006189e-12	1.8364907339904426	8.573127006594989	10.40961774058543
ENST00000266517.6	ETNK1	1	0	9.957213951136432e-15	6.90519331816783e-12	-1.1690928231524418	11.462883006824507	10.293790183672062
MSTRG.22074.1	MSTRG.22074	0	1	1.1430302072985786e-14	7.855985381002025e-12	2.0603045115271192	6.232844716962233	8.293149228489352
ENST00000296043.6	SHROOM3	1	0	1.173077797034579e-14	7.991151290471752e-12	-4.42250587503761	7.883825262597216	3.4613193875596044
ENST00000397420.5	CD151	1	0	1.3132977106264585e-14	8.867869988674814e-12	-9.71076871271076	8.951873448019981	-0.7588952646907801
ENST00000274203.11	MYO10	1	0	1.3632672340598417e-14	9.125236684889081e-12	-2.046688635810911	8.907616615111136	6.860927979300224
ENST00000245323.4	EFNB2	1	0	1.4025947209852696e-14	9.30754602045544e-12	2.008806450282986	6.21376416161228	8.222570611895266
MSTRG.14667.1	MSTRG.14667	0	0	1.6071263855049542e-14	1.0573655365556825e-11	-2.6544826187781734	7.653260440321179	4.998777821543006
ENST00000273920.5	ENOPH1	1	0	2.3011619261411446e-14	1.501157132106499e-11	-9.915072505973862	9.081622700102155	-0.8334498058717111
ENST00000525975.3	HIPK3	1	0	3.512611178010668e-14	2.272187148317035e-11	8.952919659920598	-1	7.9529196599206005
ENST00000348411.2	FTSJ1	1	0	4.1756176183223084e-14	2.6785543117133028e-11	1.1006396836819667	10.628223244833933	11.728862928515898
ENST00000302118.5	PCSK9	1	0	4.246602707445858e-14	2.7015763356285932e-11	-3.540587745000239	8.667818469903562	5.12723072490332
ENST00000340093.5	PLAUR	1	0	4.43107472183205e-14	2.7958265480529978e-11	1.4349217200653832	9.34120347005724	10.776125190122622
ENST00000199448.6	EPDR1	1	0	5.246047865125806e-14	3.283130296860075e-11	-1.2324366687848969	11.420606771090249	10.188170102305351
ENST00000397060.6	SLC17A3	1	0	5.815833764831225e-14	3.610366417059784e-11	-7.379184811167287	6.379184811167287	-1
MSTRG.24953.1	MSTRG.24953	0	0	6.240697631779154e-14	3.843121452811712e-11	-1.5530381190147589	9.818394428415985	8.265356309401225
ENST00000464710.1	IL6	1	0	6.62494029110114e-14	4.0473653078420036e-11	3.805153614863999	3.9240462483389775	7.729199863202977
ENST00000020945.2	SNAI2	1	0	1.0484713858953094e-13	6.354974950556159e-11	3.8591218205037596	5.010018680828303	8.869140501332062
ENST00000433297.2	HMGCS1	1	0	1.1222319504750539e-13	6.748910066540487e-11	-1.2169457465626798	11.824228180297279	10.607282433734598
ENST00000376887.6	ABCC4	1	0	1.386344247898142e-13	8.272606292283354e-11	-1.1031760679934468	11.477519523641604	10.374343455648155
MSTRG.28374.4	MSTRG.28374	0	0	1.4194732048278678e-13	8.405137606771907e-11	1.1602523466656587	10.703320991632314	11.863573338297973
ENST00000367651.3	CITED2	1	0	1.5762317312269634e-13	9.262106104935722e-11	1.424561665985811	8.409719494911256	9.834281160897065
ENST00000512756.3	COL11A1	1	0	2.6020857145578037e-13	1.517429939769061e-10	2.2773058935288852	8.34068849784602	10.617994391374904
ENST00000404121.4	NCOR2	1	0	2.7445265962965387e-13	1.5884618331061552e-10	-9.169724252693694	8.196269583308766	-0.9734546693849269
ENST00000256010.6	NTS	1	0	3.229242969732542e-13	1.8550554931425514e-10	-7.836542905188532	7.895670320144274	0.05912741495574
MSTRG.16396.5	MSTRG.16396	0	0	3.27535322851815e-13	1.8676064109010492e-10	-1.7746539985880085	8.74495077904836	6.97029678046035
MSTRG.17320.1	MSTRG.17320	0	0	3.7612961080271976e-13	2.1289212537324233e-10	-4.454075868471082	9.909435799224708	5.455359930753624
MSTRG.28032.10	MSTRG.28032	0	0	3.8886978108602075e-13	2.1849656305590235e-10	2.9468330100220563	5.136591089689762	8.083424099711818
MSTRG.4629.3	MSTRG.4629	0	0	4.0188915988734285e-13	2.2417552072933328e-10	-7.471697485451554	6.471697485451557	-1
ENST00000465155.3	ATF3	1	0	4.2213113553780065e-13	2.3377257856326097e-10	2.6795876381739103	4.844835499049228	7.52442313722314
ENST00000392334.4	CSNK1D	1	0	4.673820098057394e-13	2.569833212058314e-10	1.7067070119783772	9.008889684077731	10.715596696056108
ENST00000587762.1	CTD-3252C9.4	1	1	4.832437866928225e-13	2.6382026218619436e-10	1.3115334325398345	8.739408531264234	10.050941963804066
ENST00000375533.5	BAMBI	1	0	4.899330089407754e-13	2.6558854386784554e-10	1.657505223920099	7.199302274104159	8.856807498024256
ENST00000336098.5	FGG	1	0	5.390450333633658e-13	2.901683184140686e-10	-7.440465261966594	7.402689177601737	-0.03777608436485824
ENST00000622567.2	FAM107B	1	0	5.524840346881892e-13	2.9533724679300514e-10	-7.6260595593587945	6.626059559358796	-1
ENST00000270792.7	SH3BGRL3	1	0	6.043831928648152e-13	3.208524485321026e-10	1.5678419051896395	10.015805972018107	11.583647877207744
ENST00000456966.1	ETS2	1	0	7.093339345701059e-13	3.71644586396832e-10	2.6345790820043433	6.072412138932773	8.706991220937116
ENST00000381055.5	ADAMTS6	1	0	7.097152941831236e-13	3.71644586396832e-10	3.439896094539905	4.964575671569264	8.404471766109166
ENST00000421459.2	VIM	1	0	7.976945289075539e-13	4.1489278210619445e-10	1.8141336998292144	7.204625444247692	9.018759144076906
ENST00000555835.2	RNASE4	1	0	8.34689851406743e-13	4.312209442398446e-10	-2.187752652740653	7.993396334418347	5.805643681677692
ENST00000309951.7	ACO1	1	0	8.496461167749529e-13	4.360213942065703e-10	1.34180752011768	8.699287118805376	10.041094638923054
MSTRG.16847.1	MSTRG.16847	0	1	9.450742897141032e-13	4.802388044382668e-10	1.5898525829904844	7.345510103991308	8.935362686981792
ENST00000419402.1	NCF2	1	0	9.482871282930817e-13	4.802388044382668e-10	2.2233155153398125	5.439369000532508	7.662684515872321
MSTRG.7507.1	MSTRG.7507	0	0	9.759915006529212e-13	4.910385473579079e-10	1.8970431743855452	8.954354782944977	10.851397957330521
ENST00000331782.5	JAG2	1	0	1.3537494605562185e-12	6.766725469171171e-10	-2.8952865116167197	9.247717721138583	6.3524312095218605
ENST00000491243.3	PORCN	1	0	1.3785993944221283e-12	6.846480360285947e-10	2.708671608415869	4.92388527861712	7.6325568870329885
ENST00000353704.2	CREB3	1	0	1.4246243854830878e-12	7.029699443675106e-10	1.0669852857030193	10.306507172833564	11.373492458536582
ENST00000381134.5	ARSE	1	0	1.7010470309403659e-12	8.34022275800615e-10	-1.3152609956333348	9.993404007765465	8.678143012132129
ENST00000354914.5	SCARA5	1	0	1.88417559407944e-12	9.179631943383104e-10	-6.835733003947442	6.773281442040403	-0.06245156190704204
ENST00000465261.4	LMO7	1	0	2.0044449337682743e-12	9.704160859539651e-10	-2.1393203207945595	8.410384123297382	6.2710638025028205
ENST00000370355.2	SCD	1	0	2.0704453862488926e-12	9.961042156080062e-10	-2.4627262573424695	14.905269945028712	12.442543687686241
ENST00000336811.8	ANG	1	0	3.3149475675984314e-12	1.5849361423044998e-9	-2.1802726749324326	7.796381653541854	5.61610897860942
ENST00000424927.3	C10orf90	1	0	3.3836635671856253e-12	1.6078041383410363e-9	3.116299830971318	5.024885660363599	8.141185491334916
ENST00000618562.1	VEGFC	1	0	3.4425592587055995e-12	1.6257538899225824e-9	1.373939321844494	8.15048049421075	9.524419816055243
MSTRG.1272.1	MSTRG.1272	0	0	3.7471254250340895e-12	1.7587955722124946e-9	-1.6378970679760592	8.694413273897025	7.056516205920963
ENST00000368921.4	MLLT11	1	0	3.823748895636374e-12	1.7838831438751583e-9	1.013562456247666	10.632193262291658	11.645755718539322
ENST00000027335.5	CDH17	1	0	4.473923193714084e-12	2.074633648689934e-9	-5.928336504366034	8.101951412952609	2.173614908586575
MSTRG.4780.1	MSTRG.4780	0	0	4.744224495733216e-12	2.1868034072338667e-9	3.0138687573441003	5.4127946713209685	8.426663428665067
ENST00000216446.6	PLEK2	1	0	4.9477867580633106e-12	2.2670582218776158e-9	1.2087438198947924	9.060024218187374	10.268768038082165
ENST00000504830.3	ADAMTS12	1	0	6.106084285453163e-12	2.7812310653333025e-9	1.1407967054936903	9.733992206724992	10.874788912218682
ENST00000311907.7	F2	1	0	6.17483248113046e-12	2.796000469999879e-9	-1.9252395130282713	7.841233576763667	5.915994063735396
ENST00000281928.5	MED13L	1	0	7.258495712008361e-12	3.2674691486740793e-9	-1.1348618591629311	12.04336725399185	10.908505394828918
ENST00000460343.3	TKT	1	0	7.545767356123998e-12	3.377037987048587e-9	-1.396741154172267	9.41681114896186	8.020069994789592
MSTRG.17955.1	MSTRG.17955	0	0	7.951012708601845e-12	3.5378329784395623e-9	-3.0823836944069973	9.522941779269363	6.440558084862365
ENST00000379982.5	RHOBTB3	1	0	7.999214513324483e-12	3.5388249171964293e-9	1.0962353555206645	9.776230316105442	10.872465671626106
ENST00000444294.5	TRIM67	1	0	8.220984186065087e-12	3.616152569661327e-9	-3.1567228712321755	6.929540835206102	3.7728179639739237
MSTRG.5424.4	MSTRG.5424	0	0	8.560198837077291e-12	3.743968328873288e-9	1.5234233348518922	7.962500027349275	9.485923362201166
ENST00000392671.3	KCNJ16	1	0	8.79791218981372e-12	3.826197099634411e-9	-6.434592267569656	6.372774433583725	-0.06181783398593136
MSTRG.22943.5	MSTRG.22943	0	0	1.0604094517625381e-11	4.585794290355332e-9	-6.592208777802873	13.623025950981043	7.030817173178164
MSTRG.15928.2	MSTRG.15928	0	0	1.0743429862612069e-11	4.620094975051895e-9	1.8316757742538263	6.168922226772998	8.000598001026823
ENST00000485587.1	MPST	1	0	1.0904489008434875e-11	4.6633047244571736e-9	-1.44915501555926	9.126014779613856	7.676859764054595
ENST00000344213.6	FHL2	1	0	1.1107170925820273e-11	4.723738653905343e-9	1.5092999228083994	8.239478820727085	9.748778743535484
ENST00000395868.5	PTHLH	1	0	1.171456962362641e-11	4.954683658889506e-9	2.8646513720663345	5.913193384311962	8.777844756378299
ENST00000303115.5	IL7R	1	0	1.3164364994333781e-11	5.5125657323028215e-9	3.766545113151565	4.311548717061015	8.078093830212579
ENST00000307365.3	DDIT4	1	0	1.3176820280651614e-11	5.5125657323028215e-9	-1.7530294961411028	12.200309433355036	10.447279937213931
ENST00000565899.1	PLEKHG4	1	0	1.4192679066220592e-11	5.905458683678176e-9	2.320766591510216	5.264060889288963	7.58482748079918
ENST00000508502.3	SEC31A	1	0	1.4793453199343507e-11	6.122342187773469e-9	9.521474514781124	-0.8723815957930162	8.64909291898811
ENST00000360938.5	ETS2	1	0	1.8673642734076194e-11	7.673034792752154e-9	0.9056801275236493	11.764370546883356	12.670050674407003
ENST00000468747.3	FAM107B	1	0	1.873976046140282e-11	7.673034792752154e-9	-1.625098168688872	10.13251376884944	8.507415600160567
ENST00000401931.1	CXCL8	1	0	2.0810682207512487e-11	8.475893567659728e-9	2.075010127779357	6.183055870171012	8.258065997950368
ENST00000616661.2	DHRS3	1	0	2.093705017194061e-11	8.48248058466038e-9	-1.9327243945799972	9.535668722951993	7.602944328371994
MSTRG.4731.13	MSTRG.4731	0	0	2.2480824550073156e-11	9.060243096287861e-9	-1.2794378514076308	10.505095081881212	9.225657230473578
ENST00000264036.5	MCAM	1	0	2.3127638903161138e-11	9.272376353378307e-9	2.619950045186128	9.539257123221496	12.159207168407624
ENST00000538310.1	PTHLH	1	0	2.3633969680862e-11	9.426280228620282e-9	2.9626924054139776	4.82351849774361	7.786210903157587
MSTRG.1595.9	MSTRG.1595	0	0	2.4186424267816015e-11	9.596898870431306e-9	1.6404268292021444	7.572467960871128	9.21289479007327
ENST00000380859.1	AKR1C1	1	0	2.4327081677081417e-11	9.603209057726647e-9	-1.7217585501039716	8.465663468628291	6.743904918524319
ENST00000296027.4	CXCL5	1	0	2.4763420443821816e-11	9.725580691347306e-9	1.5910216945191118	13.001826042751537	14.592847737270647
ENST00000247207.6	HSPA2	1	1	2.5507332221469562e-11	9.966892956406409e-9	-1.0360532163824223	11.095571547307136	10.05951833092471
ENST00000413299.3	SBK2	1	0	2.6331826329286235e-11	1.0237095936108416e-8	-3.7370285385381057	7.1922972681799084	3.4552687296418014
ENST00000514150.3	CPLX2	1	0	3.0382090407542214e-11	1.1752372730157675e-8	-5.879407579372981	6.239361462639234	0.35995388326625194
ENST00000320031.10	ITGA3	1	0	3.1742074703719725e-11	1.2217048422341166e-8	0.8585958771491703	13.846462253823432	14.705058130972603
ENST00000548015.1	KRT18	1	0	3.24829862096292e-11	1.2440014076908592e-8	-1.9599235896564622	7.816536259605646	5.856612669949182
MSTRG.7190.9	MSTRG.7190	0	0	3.3328819495389014e-11	1.2700755140081982e-8	-1.5314103548594045	9.790227529678598	8.258817174819193
ENST00000529726.1	CHORDC1	1	0	3.5289013356534794e-11	1.3381489562295463e-8	-2.4259872495221244	7.141432867124985	4.715445617602861
