transcript_id	gene_name	known_status	length	single_exon	TSS	polyAsite	PC_potential	lncRNAregions	intergenic	ref_biotype	type	pval	qval	esti_log2FC	mean_obs_control	mean_obs_condition
ENST00000085079.9	EPN1	Known	20521	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00105621743057708	0.0310350330031277	-1.43791482297729	8.3301422928646	6.89222746988731
ENST00000164227.7	BCL3	Known	11497	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	3.37253597764127e-08	6.81385044490529e-06	-1.05742513419833	9.67060350047661	8.61317836627827
ENST00000186436.7	TMEM131	Known	239551	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000177720670200037	0.00824120724698088	0.55231719636963	10.739905354897	11.2922225512667
ENST00000193403.8	ACTN1	Known	105297	No	No	Yes	coding	No	No	protein_coding	prot_coding	0.000338213366344986	0.0136521501316927	0.755498418776442	13.3342881707727	14.0897865895492
ENST00000194214.7	HSPB11	Known	24368	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000354584559977574	0.0141717838387299	0.66686489966468	8.9769865022992	9.64385140196388
ENST00000194530.5	STRADB	Known	29177	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000350268394141193	0.0140211181361449	0.621012974445079	9.50307683194134	10.1240898063864
ENST00000196371.7	OXCT1	Known	140454	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	2.88071284538957e-24	6.33567521998724e-21	1.82965684248606	8.65182099367551	10.4814778361616
ENST00000199448.6	EPDR1	Known	31380	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	5.24604786512581e-14	3.28313029686007e-11	-1.2324366687849	11.4206067710902	10.1881701023054
ENST00000199764.6	CEACAM6	Known	16787	No	No	No	coding	No	No	protein_coding	prot_coding	0.000798334122923259	0.0253834637671473	-5.02026671892617	4.02026671892617	-1
ENST00000200453.5	PPP1R15A	Known	3665	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	8.16243740738297e-18	8.49081005821783e-15	1.19582394142071	11.0859983669614	12.2818223083821
ENST00000200639.6	LAMP2	Known	38480	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	5.31316725460489e-05	0.00324854389005338	0.660784489236531	9.975915758486	10.6367002477225
ENST00000200652.3	SLC22A4	Known	49763	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000157950018864865	0.00756126778741337	1.20411700869063	7.16767182164805	8.37178883033869
ENST00000205402.7	DLD	Known	30233	No	No	Yes	coding	No	No	protein_coding	prot_coding	0.000612398216856775	0.0209886810057809	-0.703109684483852	10.084113991946	9.38100430746212
ENST00000205948.8	APOH	Known	17384	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	2.62754323682817e-06	0.000285275593429227	-2.18434213932318	7.66352553232267	5.47918339299949
ENST00000206020.5	SPAG7	Known	8644	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.71672314360138e-05	0.00130839799430696	0.670150769322236	10.1937137215107	10.8638644908329
ENST00000207870.5	XYLB	Known	68197	No	Yes	No	coding	No	No	protein_coding	prot_coding	0.00072629275971042	0.0237804499209821	0.723226690465164	8.01779950986589	8.74102620033106
ENST00000211287.6	MAPK13	Known	9744	No	No	Yes	coding	No	No	protein_coding	prot_coding	2.33263915979775e-06	0.000260987739249639	2.44288576028356	4.16446800887306	6.60735376915662
ENST00000212355.6	TGFBR3	Known	205934	No	No	Yes	coding	No	No	protein_coding	prot_coding	0.00152372503388354	0.0397700135494773	-1.99619255866261	8.56657823693878	6.57038567827617
ENST00000215886.5	LGALS2	Known	9834	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000409193491575111	0.0157099687785423	-3.76685194358221	4.60689402729353	0.84004208371131
ENST00000215909.7	LGALS1	Known	4198	No	Yes	Yes	noncoding	No	No	protein_coding	prot_coding	8.82112212952274e-08	1.59770239568064e-05	1.27043507596392	13.4560550903407	14.7264901663046
ENST00000215957.8	MICALL1	Known	36525	No	Yes	No	coding	No	No	protein_coding	prot_coding	1.52884103024358e-05	0.00118634673372036	0.929994523635026	8.68579857027068	9.6157930939057
ENST00000216019.9	DDX17	Known	20613	No	Yes	Yes	coding	No	No	retained_intron	lncRNA	0.000741952544238444	0.0240882669750496	-0.505693068262067	11.2386936446632	10.7330005764011
ENST00000216127.4	RASD2	Known	13133	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00139550761157093	0.0377299814044522	1.6624534401434	6.18300911389773	7.84546255404113
ENST00000216181.7	MYH9	Known	106737	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.60143780740334e-10	5.39927900551243e-08	0.854798214787451	14.7379031274753	15.5927013422627
ENST00000216286.7	NID2	Known	64191	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	2.22660067117234e-06	0.000251425568846703	3.07564855314003	4.9479857055308	8.02363425867083
ENST00000216442.9	ATP6V1D	Known	22178	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000576479112988793	0.0201138850495462	0.522506179308778	10.5645695770337	11.0870757563425
ENST00000216446.6	PLEK2	Known	25217	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	4.94778675806331e-12	2.26705822187762e-09	1.20874381989479	9.06002421818737	10.2687680380822
ENST00000216513.4	SIX4	Known	14606	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	9.65988376370749e-09	2.26014854856812e-06	-1.74625141188988	7.66698652941718	5.9207351175273
ENST00000216629.8	BDKRB1	Known	8939	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	8.42101958771092e-05	0.00461041838409121	3.00707283007559	4.54480416241841	7.551876992494
ENST00000216951.4	GSS	Known	27387	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000815520430204437	0.0257914199489922	0.485842788867135	10.9554604116916	11.4413032005587
ENST00000217043.2	R3HDML	Known	14249	No	No	No	coding	No	No	protein_coding	prot_coding	0.000617915696451983	0.0210932579005695	-3.6582143602215	4.53968149263478	0.881467132413278
ENST00000217652.5	MYL12A	Known	8706	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	4.37225126420056e-06	0.000431843510140569	0.668220780727761	12.1148784950194	12.7830992757472
ENST00000217901.7	IDH3G	Known	8757	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00145917687004467	0.0387463987220954	0.571811207563226	9.41780417879416	9.98961538635739
ENST00000218388.6	TIMP1	Known	4476	No	No	Yes	coding	No	No	protein_coding	prot_coding	6.03948719015322e-06	0.000558105168591145	0.857361452733677	11.162832234253	12.0201936869867
ENST00000218439.6	MAGED2	Known	7356	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000132425010558976	0.00661346527723559	0.628122021625092	10.123902028083	10.7520240497081
ENST00000219069.5	ZNF263	Known	8517	No	Yes	No	coding	No	No	protein_coding	prot_coding	0.000743385631705771	0.0241246187908158	-0.982066044496755	8.31570069847312	7.33363465397636
ENST00000219070.6	MMP2	Known	27720	No	Yes	Yes	coding	Yes	No	protein_coding	prot_coding	1.46673017776809e-05	0.00114507595227236	2.96591708506296	6.1018432575705	9.06776034263346
ENST00000219345.7	PLA2G15	Known	15718	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.73685236644252e-05	0.00132112336572773	0.933568357802535	7.89264253183592	8.82621088963845
ENST00000219548.6	STUB1	Known	2523	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000897801876661481	0.0275888603033017	0.737160959646253	9.58130227924958	10.3184632388958
ENST00000219794.8	BCKDK	Known	4497	No	No	Yes	coding	No	No	protein_coding	prot_coding	0.000193909249044485	0.00883462377483537	0.987659268816008	8.53523361018861	9.52289287900462
ENST00000220764.4	DECR1	Known	50603	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	8.5655682106737e-05	0.00466302506473147	0.646398234609332	9.88169847087068	10.52809670548
ENST00000220809.6	PLAT	Known	32491	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	3.64979117882419e-07	5.2416040218722e-05	1.24887347503581	7.18025590273632	8.42912937777213
ENST00000221264.6	PLAUR	Known	21967	No	No	Yes	coding	No	No	protein_coding	prot_coding	0.00104503478521201	0.0308213190273046	1.32428901577243	5.39421638717028	6.71850540294271
ENST00000221448.7	SNRNP70	Known	23112	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000800577734504684	0.0254149040427403	-0.715940953460978	10.9627307073848	10.2467897539238
ENST00000221486.4	RNASEH2A	Known	7057	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00128831027458738	0.0356727553981699	0.515739539616598	10.0549481175787	10.5706876571953
ENST00000221957.6	PLIN3	Known	29427	No	No	Yes	coding	No	No	protein_coding	prot_coding	0.00115820870788682	0.0330205302618531	0.489761730555008	10.8558624556372	11.3456241861922
ENST00000222120.5	RAB3D	Known	17622	No	Yes	Yes	coding	Yes	No	protein_coding	prot_coding	1.13081597085892e-05	0.000942001859683569	-1.07856305182914	8.45866319118561	7.38010013935647
ENST00000222266.2	PSENEN	Known	1385	No	Yes	Yes	noncoding	No	No	protein_coding	prot_coding	0.00181473988606446	0.0451935400225118	1.10304666225429	7.31915117316509	8.42219783541938
ENST00000222547.5	BET1	Known	11133	No	Yes	Yes	noncoding	No	No	protein_coding	prot_coding	0.00141156405258024	0.0379790164542009	-0.56856529008733	9.86858202566035	9.30001673557302
ENST00000222572.5	PON2	Known	30301	No	No	Yes	coding	No	No	protein_coding	prot_coding	5.54225866842667e-06	0.000519010274354598	-0.874334956969156	12.7232469270585	11.8489119700894
ENST00000222573.4	ITGB8	Known	84631	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00202961395414704	0.0490837553717804	-3.36983416468968	4.57197520599261	1.20214104130292
ENST00000222584.5	SP4	Known	86788	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.45485126334489e-05	0.00113811062701727	-1.2106330847172	7.82343069592829	6.61279761121109
ENST00000222644.7	MPP6	Known	120847	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.77123154902679e-07	2.84050189477989e-05	-1.16445709636162	8.94373717894826	7.77928008258663
ENST00000222690.8	H2AFV	Known	21286	No	Yes	Yes	noncoding	No	No	protein_coding	prot_coding	2.54197769678348e-06	0.000277551513709648	-0.795909964735171	11.4619593215965	10.6660493568613
ENST00000222753.4	HOXA13	Known	5088	No	Yes	No	coding	No	No	protein_coding	prot_coding	1.34316987527929e-07	2.26243298663837e-05	-1.36900237092583	7.96495061026836	6.59594823934252
ENST00000223023.4	WASL	Known	67132	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.58600435985463e-05	0.0012257616225756	-0.846758182057562	10.7614784714045	9.91472028934692
ENST00000223084.5	LSM5	Known	3828	No	No	Yes	noncoding	No	No	nonsense_mediated_decay	other	0.00141462712076511	0.0380215614089162	-1.4604274697504	5.92814241353574	4.46771494378534
ENST00000223642.2	C5	Known	97941	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	4.35665789406776e-71	1.11787484903885e-66	-3.85576379585425	11.5928957107592	7.73713191490491
ENST00000223864.4	PLGRKT	Known	79905	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000140702214691618	0.00695621989744168	1.06064520667141	9.14967013329726	10.2103153399687
ENST00000224807.7	SFXN3	Known	10001	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	4.55543863783541e-06	0.000443317319879465	0.905144284409828	10.104533990448	11.0096782748579
ENST00000224949.6	PITRM1	Known	35077	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.53989724014361e-09	4.31360694844845e-07	0.8191814205746	11.7487716560511	12.5679530766257
ENST00000225388.6	NUFIP2	Known	38282	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	2.6522457100239e-06	0.000287551997211986	-0.87659120175217	11.8695983415739	10.9930071398218
ENST00000225577.6	RPS6KB1	Known	57400	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	4.68246114052123e-08	9.01104528034756e-06	-1.15412263901234	10.6628610965661	9.50873845755373
ENST00000226105.8	RANGRF	Known	1595	No	No	Yes	coding	No	No	protein_coding	prot_coding	0.000931226728763595	0.0283556328718494	0.746566899140805	7.91439543442646	8.66096233356726
ENST00000226230.7	TMEM97	Known	9590	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.14080697755687e-05	0.000947312823208144	-0.644230301752577	11.6811086615221	11.0368783597696
ENST00000226319.8	JADE1	Known	65601	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.33514322007887e-08	3.00512630561436e-06	-9.42969601287981	8.43026211032593	-0.999433902553876
ENST00000226760.3	WFS1	Known	33415	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	6.6256076628535e-05	0.00383473233882311	0.780970145199348	9.02153624276309	9.80250638796244
ENST00000227155.6	CD82	Known	54772	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000419525858283466	0.0159475762928822	3.05422071992702	6.70796690991074	9.76218762983776
ENST00000228280.7	KITLG	Known	83879	No	Yes	No	coding	No	No	protein_coding	prot_coding	0.000969970053126373	0.0291556886438586	1.05720223039475	7.10625008084351	8.16345231123826
ENST00000228872.6	CDKN1B	Known	5247	No	Yes	Yes	coding	Yes	No	protein_coding	prot_coding	2.7478183387981e-09	7.29013154690771e-07	-1.11036085613739	10.5799246649739	9.46956380883646
ENST00000228928.9	OAS3	Known	34897	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000862011979137044	0.0268209766038934	0.459010827027279	11.5998450010349	12.0588558280622
ENST00000229266.5	CHPT1	Known	31447	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000197131926173614	0.00893150340262879	-0.68099455523265	10.1739172200427	9.49292266481009
ENST00000229314.7	GOLT1B	Known	16593	No	Yes	Yes	noncoding	No	No	protein_coding	prot_coding	0.00152201878922537	0.0397700135494773	-0.975725978973059	11.2770334937651	10.301307514792
ENST00000229416.8	GCLC	Known	47788	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.67637173803541e-10	5.61052466429357e-08	-1.60082508599215	12.3771110848518	10.7762859988596
ENST00000230050.3	RPS12	Known	3123	No	No	Yes	coding	No	No	protein_coding	prot_coding	8.22301602196294e-05	0.0045324428330237	0.505899150563387	13.6376915233904	14.1435906739538
ENST00000230895.8	DAP	Known	82042	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	2.35598514511051e-06	0.00026245538135336	0.794748452106986	10.8221163812035	11.6168648333105
ENST00000230990.6	HBEGF	Known	13788	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.11260985980198e-08	2.58747338906276e-06	2.20794842270374	6.77006471399595	8.97801313669968
ENST00000231004.4	LOX	Known	15090	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	3.95179757297159e-09	1.00727656216766e-06	2.32505775773917	4.54751219409916	6.87256995183832
ENST00000232375.5	PFKFB4	Known	39206	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.89126390600063e-05	0.00141756398921334	0.815663760182676	8.70479742666425	9.52046118684692
ENST00000232458.7	ECT2	Known	70792	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	6.08491006824959e-05	0.00361265557968065	-1.52016424233597	11.0439553152064	9.52379107287048
ENST00000233121.4	MAPRE3	Known	56584	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00183986713286119	0.045642105151871	0.739998157579012	7.66512972556302	8.40512788314203
ENST00000233143.5	TMSB10	Known	1050	No	Yes	Yes	noncoding	No	No	protein_coding	prot_coding	4.80137581995622e-09	1.19610196275977e-06	0.885872749171965	15.3674456608721	16.2533184100441
ENST00000233146.4	MSH2	Known	80259	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	5.27408645403787e-05	0.00323492711531851	-0.722364551790278	10.7808549010991	10.0584903493089
ENST00000233156.5	TFPI	Known	90259	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000442678441149076	0.0164715826480756	-1.02811628262809	9.4149687555857	8.3868524729576
ENST00000234301.2	COX7A2L	Known	10709	No	Yes	Yes	noncoding	No	No	protein_coding	prot_coding	0.000514142910679015	0.0184277244134512	0.483410520303883	11.4311375423155	11.9145480626194
ENST00000236067.6	ATP6V0B	Known	3341	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000401443906774212	0.0155208174845598	0.907582129744616	7.41019046028678	8.31777259003139
ENST00000236137.7	SLC19A2	Known	22094	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000423638653009692	0.0160169118824789	-0.788296256397192	8.74687624695709	7.9585799905599
ENST00000236925.6	CAMSAP2	Known	120922	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.0010889580461174	0.0317272686334848	6.94116356169026	-0.999636549479097	5.94152701221116
ENST00000237172.9	FILIP1	Known	185654	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	5.8548460017785e-16	4.95262066680114e-13	-7.94634321182667	8.82134755440146	0.875004342574789
ENST00000237853.6	ELL2	Known	76973	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	4.32385987698336e-07	6.07368178376912e-05	0.9863621327127	9.43485199486484	10.4212141275775
ENST00000239231.6	PANK3	Known	31105	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.84019007994955e-05	0.00138909192048802	-0.600012021267169	11.9043274782009	11.3043154569337
ENST00000239316.4	INSL4	Known	3885	No	Yes	No	noncoding	No	No	protein_coding	prot_coding	0.00113430327398586	0.032599103483976	-1.91401549738393	9.11312617088885	7.19911067350491
ENST00000239666.6	PDZD11	Known	3384	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000751985438053867	0.0242605126006171	0.504095859809107	10.6254407843072	11.1295366441163
ENST00000239938.4	EGR1	Known	3825	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000174110868946771	0.00809820686339309	1.92784297179875	10.2107312280197	12.1385741998184
ENST00000240100.4	DUSP4	Known	17604	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000418285206600088	0.0159347275735558	-1.5782427244606	11.6344707987468	10.0562280742862
ENST00000240662.2	KCNJ8	Known	9866	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000227534288917879	0.0099913901643078	2.78877394474284	3.87670154798468	6.66547549272752
ENST00000241337.6	GSTM2	Known	7220	No	Yes	No	coding	No	No	protein_coding	prot_coding	0.000130062827505458	0.00653088471812633	1.10308596900674	6.53298450799303	7.63607047699977
ENST00000241704.7	COPA	Known	54127	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000868143218380903	0.0269463953714947	0.56904965345505	11.1513430251935	11.7203926786485
ENST00000242728.4	BHLHE41	Known	5101	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	3.73312058097313e-11	1.40864913216455e-08	3.41116779693881	3.82188186615826	7.23304966309707
ENST00000244204.8	NAGK	Known	9943	No	Yes	No	coding	No	No	protein_coding	prot_coding	1.2088526869238e-07	2.09204945770827e-05	1.02512334288168	8.85542547930884	9.88054882219052
ENST00000244221.8	PAIP2B	Known	44344	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000350125084644697	0.0140211181361449	-1.38434055551964	6.74700094508046	5.36266038956082
ENST00000244519.4	BTN3A3	Known	12943	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000147556693730583	0.00722089740197019	1.2447230327717	6.04906686580473	7.29378989857643
ENST00000244565.5	UNC5CL	Known	12306	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	2.35467110656439e-06	0.00026245538135336	-1.85562194849623	6.41993260917016	4.56431066067393
ENST00000244728.7	COL21A1	Known	191156	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000692326374864377	0.02291195501201	-4.71514350988589	5.09599331787504	0.380849807989147
ENST00000244741.7	CDKN1A	Known	8681	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00146346773067692	0.0388058406835402	0.92563358111766	11.7021298953356	12.6277634764532
ENST00000245138.6	CNOT1	Known	12443	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	4.72095626323428e-09	1.17988652686683e-06	8.51695261387632	-0.997237087218917	7.5197155266574
ENST00000245323.4	EFNB2	Known	45383	No	Yes	Yes	coding	Yes	No	protein_coding	prot_coding	1.40259472098527e-14	9.30754602045544e-12	2.00880645028299	6.21376416161228	8.22257061189527
ENST00000245838.10	THOC2	Known	132492	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	5.45953644254524e-05	0.0033169592481279	-0.896587154373195	10.2784807674061	9.38189361303291
ENST00000246337.6	UROD	Known	3428	No	No	Yes	coding	No	No	protein_coding	prot_coding	0.000847384315034776	0.0265078433712692	0.562422987521426	9.64233314345891	10.2047561309803
ENST00000247207.6	HSPA2	Known	2766	Yes	Yes	Yes	coding	No	No	protein_coding	prot_coding	2.55073322214696e-11	9.96689295640641e-09	-1.03605321638242	11.0955715473071	10.0595183309247
ENST00000247668.4	TRAF2	Known	40089	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	2.8955562983175e-08	5.91223440784049e-06	-0.881047895668125	10.8299860357955	9.94893814012737
ENST00000248071.5	KLF2	Known	3057	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	3.04393823215949e-06	0.000322591876025159	1.26545221658059	6.38195552674425	7.64740774332484
ENST00000248098.5	HN1L	Known	23830	No	Yes	Yes	coding	Yes	No	protein_coding	prot_coding	0.000204554009516313	0.00920277848657935	-0.535641033367361	12.251605452444	11.7159644190766
ENST00000248437.6	TUBA4A	Known	4321	No	No	Yes	coding	No	No	protein_coding	prot_coding	0.000442921139362993	0.0164715826480756	0.580733384388162	12.5761019690039	13.1568353533921
ENST00000248444.7	VIL1	Known	34203	No	Yes	No	coding	No	No	protein_coding	prot_coding	0.00177373692146897	0.0444600934561761	-4.15218008936334	4.01704875115212	-0.135131338211221
ENST00000249064.6	CCDC117	Known	16621	No	Yes	Yes	coding	Yes	No	protein_coding	prot_coding	0.00018285477842932	0.00842851034679868	-0.658957628409648	9.97828116449432	9.31932353608467
ENST00000249373.5	SMO	Known	24673	No	No	No	coding	No	No	protein_coding	prot_coding	0.000305088736576413	0.0126330369421423	-0.853183737612583	9.90283234518719	9.04964860757461
ENST00000250024.6	E2F8	Known	16416	No	Yes	No	coding	No	No	protein_coding	prot_coding	0.000211122393128692	0.00942461680198557	-0.996744431080335	8.32682806074227	7.33008362966193
ENST00000250092.8	CD68	Known	2646	No	Yes	Yes	coding	Yes	No	protein_coding	prot_coding	0.00080564002754167	0.0255365230070498	1.9839888536467	8.78525237455492	10.7692412282016
ENST00000250160.8	WISP1	Known	39305	No	Yes	Yes	coding	Yes	No	protein_coding	prot_coding	0.000250859958272108	0.0108668807022578	-3.03619269863252	6.04005253098791	3.00385983235539
ENST00000251412.7	TUBG2	Known	7701	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000189289435014207	0.00866286137876851	1.09737149958939	6.81141458478966	7.90878608437905
ENST00000251527.7	ESYT2	Known	98633	No	No	Yes	coding	No	No	protein_coding	prot_coding	8.37888181019223e-05	0.00459388308478039	-0.923652258497265	11.0020892692477	10.0784370107504
ENST00000251630.8	PDGFRL	Known	66700	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	1.23595398225546e-20	1.86549077827605e-17	-3.69479406168295	7.59352415619158	3.89873009450863
ENST00000252032.9	C20orf194	Known	158320	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000266623491412817	0.0113543595546438	0.663367152023937	9.19075269667493	9.85411984869886
ENST00000252288.4	GAMT	Known	4459	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.000553656280998941	0.0195074019144286	0.755230949306995	7.8475097610968	8.60274071040379
ENST00000252444.7	LDLR	Known	43217	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	2.27855973567431e-08	4.88570174855157e-06	-8.52920463248208	7.53867799137043	-0.990526641111657
ENST00000252744.5	ZSWIM6	Known	213897	No	Yes	Yes	coding	No	No	protein_coding	prot_coding	0.00115035865236945	0.0328852832459817	-0.812295024176166	9.98772149371206	9.17542646953589
